carriers,locs,techs,timesteps,carrier_prod
heat,X2,heat_pipes:N1,2005-07-01 12:00:00,109.1661068
heat,X2,heat_pipes:N1,2005-07-01 13:00:00,108.9995228
heat,X2,heat_pipes:N1,2005-07-01 14:00:00,113.7788461
heat,X2,heat_pipes:N1,2005-07-01 15:00:00,176.328160268335
heat,X2,heat_pipes:N1,2005-07-01 16:00:00,105.6343708
heat,X2,heat_pipes:N1,2005-07-01 17:00:00,128.4753408
heat,X2,heat_pipes:N1,2005-07-01 18:00:00,167.4087829
heat,X2,heat_pipes:N1,2005-07-01 19:00:00,176.328160268335
heat,X2,heat_pipes:N1,2005-07-01 20:00:00,168.5093556
heat,X2,heat_pipes:N1,2005-07-01 21:00:00,156.675394823539
heat,X2,heat_pipes:N1,2005-07-01 22:00:00,108.217312933491
heat,X2,heat_pipes:N1,2005-07-01 23:00:00,78.9073578683795
heat,X2,heat_pipes:N1,2005-07-02 00:00:00,83.26996156
heat,X2,heat_pipes:N1,2005-07-02 01:00:00,73.5012403767022
heat,X2,heat_pipes:N1,2005-07-02 02:00:00,71.3726662135906
heat,X2,heat_pipes:N1,2005-07-02 03:00:00,73.5644878875279
heat,X2,heat_pipes:N1,2005-07-02 04:00:00,75.3566441868904
heat,X2,heat_pipes:N1,2005-07-02 05:00:00,113.993814151647
heat,X2,heat_pipes:N1,2005-07-02 06:00:00,145.883800464581
heat,X2,heat_pipes:N1,2005-07-02 07:00:00,168.739713769227
heat,X2,heat_pipes:N1,2005-07-02 08:00:00,163.158208148637
heat,X2,heat_pipes:N1,2005-07-02 09:00:00,155.497962992798
heat,X2,heat_pipes:N1,2005-07-02 10:00:00,147.3213091
heat,X2,heat_pipes:N1,2005-07-02 11:00:00,111.7065923
heat,X2,heat_pipes:N1,2005-07-02 12:00:00,108.4990864
heat,X2,heat_pipes:N1,2005-07-02 13:00:00,108.1538006
heat,X2,heat_pipes:N1,2005-07-02 14:00:00,105.2610253
heat,X2,heat_pipes:N1,2005-07-02 15:00:00,139.799996350184
heat,X2,heat_pipes:N1,2005-07-02 16:00:00,104.5498745
heat,X2,heat_pipes:N1,2005-07-02 17:00:00,176.328160268335
heat,X2,heat_pipes:N1,2005-07-02 18:00:00,166.4425066
heat,X2,heat_pipes:N1,2005-07-02 19:00:00,176.328160268335
heat,X2,heat_pipes:N1,2005-07-02 20:00:00,166.9310785
heat,X2,heat_pipes:N1,2005-07-02 21:00:00,150.245280909528
heat,X2,heat_pipes:N1,2005-07-02 22:00:00,108.257247253299
heat,X2,heat_pipes:N1,2005-07-02 23:00:00,85.1944319463961
heat,X3,boiler,2005-07-01 00:00:00,0.0
heat,X3,boiler,2005-07-01 01:00:00,0.0156
heat,X3,boiler,2005-07-01 02:00:00,0.0156
heat,X3,boiler,2005-07-01 03:00:00,0.0156
heat,X3,boiler,2005-07-01 04:00:00,0.0156
heat,X3,boiler,2005-07-01 05:00:00,0.0156
heat,X3,boiler,2005-07-01 06:00:00,0.0156
heat,X3,boiler,2005-07-01 07:00:00,0.0156
heat,X3,boiler,2005-07-01 08:00:00,0.0156
heat,X3,boiler,2005-07-01 09:00:00,0.0156
heat,X3,boiler,2005-07-01 10:00:00,0.0
heat,X3,boiler,2005-07-01 11:00:00,0.0
heat,X3,boiler,2005-07-01 12:00:00,0.0
heat,X3,boiler,2005-07-01 13:00:00,0.0
heat,X3,boiler,2005-07-01 14:00:00,0.0
heat,X3,boiler,2005-07-01 15:00:00,0.0
heat,X3,boiler,2005-07-01 16:00:00,0.0
heat,X3,boiler,2005-07-01 17:00:00,0.0
heat,X3,boiler,2005-07-01 18:00:00,0.0
heat,X3,boiler,2005-07-01 19:00:00,0.0
heat,X3,boiler,2005-07-01 20:00:00,0.0
heat,X3,boiler,2005-07-01 21:00:00,0.0156
heat,X3,boiler,2005-07-01 22:00:00,0.0156
heat,X3,boiler,2005-07-01 23:00:00,0.0156
heat,X3,boiler,2005-07-02 00:00:00,0.0
heat,X3,boiler,2005-07-02 01:00:00,0.0156
heat,X3,boiler,2005-07-02 02:00:00,0.0156
heat,X3,boiler,2005-07-02 03:00:00,0.0156
heat,X3,boiler,2005-07-02 04:00:00,0.0156
heat,X3,boiler,2005-07-02 05:00:00,0.0156
heat,X3,boiler,2005-07-02 06:00:00,0.0156
heat,X3,boiler,2005-07-02 07:00:00,0.0156
heat,X3,boiler,2005-07-02 08:00:00,0.0156
heat,X3,boiler,2005-07-02 09:00:00,0.0156
heat,X3,boiler,2005-07-02 10:00:00,0.0
heat,X3,boiler,2005-07-02 11:00:00,0.0
heat,X3,boiler,2005-07-02 12:00:00,0.0
heat,X3,boiler,2005-07-02 13:00:00,0.0
heat,X3,boiler,2005-07-02 14:00:00,0.0
heat,X3,boiler,2005-07-02 15:00:00,0.0
heat,X3,boiler,2005-07-02 16:00:00,0.0
heat,X3,boiler,2005-07-02 17:00:00,0.0
heat,X3,boiler,2005-07-02 18:00:00,0.0
heat,X3,boiler,2005-07-02 19:00:00,0.0
heat,X3,boiler,2005-07-02 20:00:00,0.0
heat,X3,boiler,2005-07-02 21:00:00,0.0156
heat,X3,boiler,2005-07-02 22:00:00,0.0156
heat,X3,boiler,2005-07-02 23:00:00,0.0156
heat,X3,heat_pipes:N1,2005-07-01 00:00:00,78.9375980296856
heat,X3,heat_pipes:N1,2005-07-01 01:00:00,0.844722027
heat,X3,heat_pipes:N1,2005-07-01 02:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-01 03:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-01 04:00:00,0.844806948
heat,X3,heat_pipes:N1,2005-07-01 05:00:00,7.247726705
heat,X3,heat_pipes:N1,2005-07-01 06:00:00,9.382629082
heat,X3,heat_pipes:N1,2005-07-01 07:00:00,5.777241754
heat,X3,heat_pipes:N1,2005-07-01 08:00:00,3.306985114
heat,X3,heat_pipes:N1,2005-07-01 09:00:00,1.911663888
heat,X3,heat_pipes:N1,2005-07-01 10:00:00,4.13967726378231
heat,X3,heat_pipes:N1,2005-07-01 11:00:00,189.244133397114
heat,X3,heat_pipes:N1,2005-07-01 12:00:00,178.194334519591
heat,X3,heat_pipes:N1,2005-07-01 13:00:00,88.6558829634091
heat,X3,heat_pipes:N1,2005-07-01 14:00:00,107.605856306578
heat,X3,heat_pipes:N1,2005-07-01 15:00:00,301.613016615611
heat,X3,heat_pipes:N1,2005-07-01 16:00:00,148.903110420992
heat,X3,heat_pipes:N1,2005-07-01 17:00:00,263.251774709272
heat,X3,heat_pipes:N1,2005-07-01 18:00:00,59.8835511448794
heat,X3,heat_pipes:N1,2005-07-01 19:00:00,67.970609677314
heat,X3,heat_pipes:N1,2005-07-01 20:00:00,54.6138724719477
heat,X3,heat_pipes:N1,2005-07-01 21:00:00,0.844721406
heat,X3,heat_pipes:N1,2005-07-01 22:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-01 23:00:00,0.819071551
heat,X3,heat_pipes:N1,2005-07-02 00:00:00,10.208572519684
heat,X3,heat_pipes:N1,2005-07-02 01:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 02:00:00,0.844691287
heat,X3,heat_pipes:N1,2005-07-02 03:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 04:00:00,0.844786481
heat,X3,heat_pipes:N1,2005-07-02 05:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 06:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 07:00:00,0.844690111
heat,X3,heat_pipes:N1,2005-07-02 08:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 09:00:00,0.844693236
heat,X3,heat_pipes:N1,2005-07-02 10:00:00,0.0156
heat,X3,heat_pipes:N1,2005-07-02 11:00:00,45.4869749607835
heat,X3,heat_pipes:N1,2005-07-02 12:00:00,0.860402016
heat,X3,heat_pipes:N1,2005-07-02 13:00:00,0.860351757
heat,X3,heat_pipes:N1,2005-07-02 14:00:00,110.394359567275
heat,X3,heat_pipes:N1,2005-07-02 15:00:00,301.613016615611
heat,X3,heat_pipes:N1,2005-07-02 16:00:00,146.60265192107
heat,X3,heat_pipes:N1,2005-07-02 17:00:00,257.779051192444
heat,X3,heat_pipes:N1,2005-07-02 18:00:00,65.0190711723979
heat,X3,heat_pipes:N1,2005-07-02 19:00:00,78.5048689683885
heat,X3,heat_pipes:N1,2005-07-02 20:00:00,63.004477212078
heat,X3,heat_pipes:N1,2005-07-02 21:00:00,0.844700165
heat,X3,heat_pipes:N1,2005-07-02 22:00:00,0.0
heat,X3,heat_pipes:N1,2005-07-02 23:00:00,0.844689856
