carriers,locs,techs,timesteps,capacity_factor
gas,X1,supply_gas,2005-07-01 03:00:00,0.37784233127210715
gas,X1,supply_gas,2005-07-01 04:00:00,0.39857108074406367
gas,X1,supply_gas,2005-07-01 05:00:00,0.6920049075140944
gas,X1,supply_gas,2005-07-01 06:00:00,0.8479799148459684
gas,X1,supply_gas,2005-07-01 07:00:00,1.0
gas,X1,supply_gas,2005-07-01 08:00:00,1.0
gas,X1,supply_gas,2005-07-01 09:00:00,1.0
gas,X1,supply_gas,2005-07-01 10:00:00,0.8417476886410318
gas,X1,supply_gas,2005-07-01 11:00:00,0.8384002509254215
gas,X1,supply_gas,2005-07-01 12:00:00,0.8035884760301447
gas,X1,supply_gas,2005-07-01 13:00:00,0.7096576221636366
gas,X1,supply_gas,2005-07-01 14:00:00,0.7551018710242655
gas,X1,supply_gas,2005-07-01 15:00:00,0.8769736393476464
gas,X1,supply_gas,2005-07-01 16:00:00,0.7518736711412439
gas,X1,supply_gas,2005-07-01 17:00:00,1.0
gas,X1,supply_gas,2005-07-01 18:00:00,1.0
gas,X1,supply_gas,2005-07-01 19:00:00,1.0
gas,X1,supply_gas,2005-07-01 20:00:00,1.0
gas,X1,supply_gas,2005-07-01 21:00:00,0.8809750056484692
gas,X1,supply_gas,2005-07-01 22:00:00,0.6053514464100007
gas,X1,supply_gas,2005-07-01 23:00:00,0.4459828468442295
gas,X1,supply_gas,2005-07-02 00:00:00,0.4762559775524779
gas,X1,supply_gas,2005-07-02 01:00:00,0.4108251719887006
gas,X1,supply_gas,2005-07-02 02:00:00,0.4047341272562765
gas,X1,supply_gas,2005-07-02 03:00:00,0.4138014883886016
gas,X1,supply_gas,2005-07-02 04:00:00,0.4305014932170603
gas,X1,supply_gas,2005-07-02 05:00:00,0.6438786929590663
gas,X1,supply_gas,2005-07-02 06:00:00,0.8213334525416567
gas,X1,supply_gas,2005-07-02 07:00:00,0.9533182581495533
gas,X1,supply_gas,2005-07-02 08:00:00,0.9163895688266573
gas,X1,supply_gas,2005-07-02 09:00:00,0.8783025074897672
gas,X1,supply_gas,2005-07-02 10:00:00,0.8251997955228927
gas,X1,supply_gas,2005-07-02 11:00:00,0.673397206163907
gas,X1,supply_gas,2005-07-02 12:00:00,0.6124549216786943
gas,X1,supply_gas,2005-07-02 13:00:00,0.6103301365810747
gas,X1,supply_gas,2005-07-02 14:00:00,0.7051288627178982
gas,X1,supply_gas,2005-07-02 15:00:00,0.8341119480780561
gas,X1,supply_gas,2005-07-02 16:00:00,0.7437966361024333
gas,X1,supply_gas,2005-07-02 17:00:00,1.0
gas,X1,supply_gas,2005-07-02 18:00:00,1.0
gas,X1,supply_gas,2005-07-02 19:00:00,1.0
gas,X1,supply_gas,2005-07-02 20:00:00,1.0
gas,X1,supply_gas,2005-07-02 21:00:00,0.8451222255227193
gas,X1,supply_gas,2005-07-02 22:00:00,0.6055730500367672
gas,X1,supply_gas,2005-07-02 23:00:00,0.48118661441338945
gas,X2,supply_gas,2005-07-01 00:00:00,0.0
gas,X2,supply_gas,2005-07-01 01:00:00,0.021181537702069972
gas,X2,supply_gas,2005-07-01 02:00:00,0.049839123206225404
gas,X2,supply_gas,2005-07-01 03:00:00,0.19223823226576864
gas,X2,supply_gas,2005-07-01 04:00:00,0.275762765334734
gas,X2,supply_gas,2005-07-01 05:00:00,0.2691136954134729
gas,X2,supply_gas,2005-07-01 06:00:00,0.640206488698382
gas,X2,supply_gas,2005-07-01 07:00:00,1.0
gas,X2,supply_gas,2005-07-01 08:00:00,0.43181066436382626
gas,X2,supply_gas,2005-07-01 09:00:00,0.07393757510349759
gas,X2,supply_gas,2005-07-01 10:00:00,0.0
gas,X2,supply_gas,2005-07-01 11:00:00,0.0
gas,X2,supply_gas,2005-07-01 12:00:00,0.0
gas,X2,supply_gas,2005-07-01 13:00:00,0.0
gas,X2,supply_gas,2005-07-01 14:00:00,0.0
gas,X2,supply_gas,2005-07-01 15:00:00,0.0
gas,X2,supply_gas,2005-07-01 16:00:00,0.0
gas,X2,supply_gas,2005-07-01 17:00:00,0.0
gas,X2,supply_gas,2005-07-01 18:00:00,0.0
gas,X2,supply_gas,2005-07-01 19:00:00,0.0
gas,X2,supply_gas,2005-07-01 20:00:00,0.0
gas,X2,supply_gas,2005-07-01 21:00:00,0.44628234184683685
gas,X2,supply_gas,2005-07-01 22:00:00,0.2445495176277051
gas,X2,supply_gas,2005-07-01 23:00:00,0.09966732971268767
gas,X2,supply_gas,2005-07-02 00:00:00,0.0
gas,X2,supply_gas,2005-07-02 01:00:00,0.07946410312636114
gas,X2,supply_gas,2005-07-02 02:00:00,0.10392859962784012
gas,X2,supply_gas,2005-07-02 03:00:00,0.17880537465892363
gas,X2,supply_gas,2005-07-02 04:00:00,0.2652163496173457
gas,X2,supply_gas,2005-07-02 05:00:00,0.2431881486656487
gas,X2,supply_gas,2005-07-02 06:00:00,0.5525065306533858
gas,X2,supply_gas,2005-07-02 07:00:00,0.9486235582164574
gas,X2,supply_gas,2005-07-02 08:00:00,0.4407820522940079
gas,X2,supply_gas,2005-07-02 09:00:00,0.168618556179963
gas,X2,supply_gas,2005-07-02 10:00:00,0.0
gas,X2,supply_gas,2005-07-02 11:00:00,0.0
gas,X2,supply_gas,2005-07-02 12:00:00,0.0
gas,X2,supply_gas,2005-07-02 13:00:00,0.0
gas,X2,supply_gas,2005-07-02 14:00:00,0.0
gas,X2,supply_gas,2005-07-02 15:00:00,0.0
gas,X2,supply_gas,2005-07-02 16:00:00,0.0
gas,X2,supply_gas,2005-07-02 17:00:00,0.0
gas,X2,supply_gas,2005-07-02 18:00:00,0.0
gas,X2,supply_gas,2005-07-02 19:00:00,0.0
gas,X2,supply_gas,2005-07-02 20:00:00,0.0
gas,X2,supply_gas,2005-07-02 21:00:00,0.465639852071701
gas,X2,supply_gas,2005-07-02 22:00:00,0.18316199179458845
gas,X2,supply_gas,2005-07-02 23:00:00,0.004602915498830184
gas,X3,supply_gas,2005-07-01 00:00:00,0.0
gas,X3,supply_gas,2005-07-01 01:00:00,1.0
gas,X3,supply_gas,2005-07-01 02:00:00,1.0
gas,X3,supply_gas,2005-07-01 03:00:00,1.0
gas,X3,supply_gas,2005-07-01 04:00:00,1.0
gas,X3,supply_gas,2005-07-01 05:00:00,1.0
gas,X3,supply_gas,2005-07-01 06:00:00,1.0
gas,X3,supply_gas,2005-07-01 07:00:00,1.0
gas,X3,supply_gas,2005-07-01 08:00:00,1.0
gas,X3,supply_gas,2005-07-01 09:00:00,1.0
gas,X3,supply_gas,2005-07-01 10:00:00,0.0
gas,X3,supply_gas,2005-07-01 11:00:00,0.0
gas,X3,supply_gas,2005-07-01 12:00:00,0.0
gas,X3,supply_gas,2005-07-01 13:00:00,0.0
gas,X3,supply_gas,2005-07-01 14:00:00,0.0
gas,X3,supply_gas,2005-07-01 15:00:00,0.0
gas,X3,supply_gas,2005-07-01 16:00:00,0.0
gas,X3,supply_gas,2005-07-01 17:00:00,0.0
gas,X3,supply_gas,2005-07-01 18:00:00,0.0
gas,X3,supply_gas,2005-07-01 19:00:00,0.0
gas,X3,supply_gas,2005-07-01 20:00:00,0.0
gas,X3,supply_gas,2005-07-01 21:00:00,1.0
gas,X3,supply_gas,2005-07-01 22:00:00,1.0
gas,X3,supply_gas,2005-07-01 23:00:00,1.0
gas,X3,supply_gas,2005-07-02 00:00:00,0.0
gas,X3,supply_gas,2005-07-02 01:00:00,1.0
gas,X3,supply_gas,2005-07-02 02:00:00,1.0
gas,X3,supply_gas,2005-07-02 03:00:00,1.0
gas,X3,supply_gas,2005-07-02 04:00:00,1.0
gas,X3,supply_gas,2005-07-02 05:00:00,1.0
gas,X3,supply_gas,2005-07-02 06:00:00,1.0
gas,X3,supply_gas,2005-07-02 07:00:00,1.0
gas,X3,supply_gas,2005-07-02 08:00:00,1.0
gas,X3,supply_gas,2005-07-02 09:00:00,1.0
gas,X3,supply_gas,2005-07-02 10:00:00,0.0
gas,X3,supply_gas,2005-07-02 11:00:00,0.0
gas,X3,supply_gas,2005-07-02 12:00:00,0.0
gas,X3,supply_gas,2005-07-02 13:00:00,0.0
gas,X3,supply_gas,2005-07-02 14:00:00,0.0
gas,X3,supply_gas,2005-07-02 15:00:00,0.0
gas,X3,supply_gas,2005-07-02 16:00:00,0.0
gas,X3,supply_gas,2005-07-02 17:00:00,0.0
gas,X3,supply_gas,2005-07-02 18:00:00,0.0
gas,X3,supply_gas,2005-07-02 19:00:00,0.0
gas,X3,supply_gas,2005-07-02 20:00:00,0.0
gas,X3,supply_gas,2005-07-02 21:00:00,1.0
gas,X3,supply_gas,2005-07-02 22:00:00,1.0
gas,X3,supply_gas,2005-07-02 23:00:00,1.0
heat,N1,heat_pipes:X1,2005-07-01 00:00:00,0.41259006702678
heat,N1,heat_pipes:X1,2005-07-01 01:00:00,0.348547770273924
heat,N1,heat_pipes:X1,2005-07-01 02:00:00,0.35034713103266657
heat,N1,heat_pipes:X1,2005-07-01 03:00:00,0.34985243483899037
heat,N1,heat_pipes:X1,2005-07-01 04:00:00,0.3676459888839519
heat,N1,heat_pipes:X1,2005-07-01 05:00:00,0.6387150293666164
heat,N1,heat_pipes:X1,2005-07-01 06:00:00,0.7830888348856566
heat,N1,heat_pipes:X1,2005-07-01 07:00:00,0.9239565993302716
heat,N1,heat_pipes:X1,2005-07-01 08:00:00,0.9242963310868124
heat,N1,heat_pipes:X1,2005-07-01 09:00:00,0.924248256626622
heat,N1,heat_pipes:X1,2005-07-01 10:00:00,0.7792778299499257
heat,N1,heat_pipes:X1,2005-07-01 11:00:00,0.776895866475788
heat,N1,heat_pipes:X1,2005-07-01 12:00:00,0.7447244417731488
heat,N1,heat_pipes:X1,2005-07-01 13:00:00,0.6575823862143307
heat,N1,heat_pipes:X1,2005-07-01 14:00:00,0.6998132469965902
heat,N1,heat_pipes:X1,2005-07-01 15:00:00,0.9268593749999989
heat,N1,heat_pipes:X1,2005-07-01 16:00:00,0.6961445986266352
heat,N1,heat_pipes:X1,2005-07-01 17:00:00,0.9263816495571752
heat,N1,heat_pipes:X1,2005-07-01 18:00:00,0.9262911438622016
heat,N1,heat_pipes:X1,2005-07-01 19:00:00,0.9265346218162257
heat,N1,heat_pipes:X1,2005-07-01 20:00:00,0.9268593749999989
heat,N1,heat_pipes:X1,2005-07-01 21:00:00,0.816695597000859
heat,N1,heat_pipes:X1,2005-07-01 22:00:00,0.5609978849720608
heat,N1,heat_pipes:X1,2005-07-01 23:00:00,0.41341019336670787
heat,N1,heat_pipes:X1,2005-07-02 00:00:00,0.44180178411893645
heat,N1,heat_pipes:X1,2005-07-02 01:00:00,0.38102997825768115
heat,N1,heat_pipes:X1,2005-07-02 02:00:00,0.3744866161524673
heat,N1,heat_pipes:X1,2005-07-02 03:00:00,0.3813578529649823
heat,N1,heat_pipes:X1,2005-07-02 04:00:00,0.39514003961278443
heat,N1,heat_pipes:X1,2005-07-02 05:00:00,0.5909432317754432
heat,N1,heat_pipes:X1,2005-07-02 06:00:00,0.7562607247752876
heat,N1,heat_pipes:X1,2005-07-02 07:00:00,0.8792367858559653
heat,N1,heat_pipes:X1,2005-07-02 08:00:00,0.8458111480135373
heat,N1,heat_pipes:X1,2005-07-02 09:00:00,0.8105916478511158
heat,N1,heat_pipes:X1,2005-07-02 10:00:00,0.76379570460573
heat,N1,heat_pipes:X1,2005-07-02 11:00:00,0.6234968696803181
heat,N1,heat_pipes:X1,2005-07-02 12:00:00,0.5670332827994959
heat,N1,heat_pipes:X1,2005-07-02 13:00:00,0.5652430561120491
heat,N1,heat_pipes:X1,2005-07-02 14:00:00,0.6533578656402748
heat,N1,heat_pipes:X1,2005-07-02 15:00:00,0.7730529070613018
heat,N1,heat_pipes:X1,2005-07-02 16:00:00,0.6886367128596275
heat,N1,heat_pipes:X1,2005-07-02 17:00:00,0.9263806121766082
heat,N1,heat_pipes:X1,2005-07-02 18:00:00,0.9262883202699593
heat,N1,heat_pipes:X1,2005-07-02 19:00:00,0.9265321313520279
heat,N1,heat_pipes:X1,2005-07-02 20:00:00,0.9268571529157809
heat,N1,heat_pipes:X1,2005-07-02 21:00:00,0.7833618130636688
heat,N1,heat_pipes:X1,2005-07-02 22:00:00,0.5612049042404449
heat,N1,heat_pipes:X1,2005-07-02 23:00:00,0.44613855713233963
heat,N1,heat_pipes:X2,2005-07-01 00:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 01:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 02:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 03:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 04:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 05:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 06:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 07:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 08:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 09:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 10:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 11:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 12:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 13:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 14:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 15:00:00,0.4587741665990949
heat,N1,heat_pipes:X2,2005-07-01 16:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 17:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 18:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 19:00:00,0.06295527866696238
heat,N1,heat_pipes:X2,2005-07-01 20:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 21:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 22:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 23:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 00:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 01:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 02:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 03:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 04:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 05:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 06:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 07:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 08:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 09:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 10:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 11:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 12:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 13:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 14:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 15:00:00,0.2688633636731641
heat,N1,heat_pipes:X2,2005-07-02 16:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 17:00:00,0.26153653016422496
heat,N1,heat_pipes:X2,2005-07-02 18:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 19:00:00,0.07419192109938882
heat,N1,heat_pipes:X2,2005-07-02 20:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 21:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 22:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-02 23:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 00:00:00,0.2136903531644073
heat,N1,heat_pipes:X3,2005-07-01 01:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 02:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 03:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 04:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 05:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 06:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 07:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 08:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 09:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 10:00:00,0.006817931826791568
heat,N1,heat_pipes:X3,2005-07-01 11:00:00,0.5086649748209296
heat,N1,heat_pipes:X3,2005-07-01 12:00:00,0.4793039655397195
heat,N1,heat_pipes:X3,2005-07-01 13:00:00,0.2362398978970191
heat,N1,heat_pipes:X3,2005-07-01 14:00:00,0.2881842031035542
heat,N1,heat_pipes:X3,2005-07-01 15:00:00,0.8132500845964327
heat,N1,heat_pipes:X3,2005-07-01 16:00:00,0.4010652270293846
heat,N1,heat_pipes:X3,2005-07-01 17:00:00,0.7104546348542985
heat,N1,heat_pipes:X3,2005-07-01 18:00:00,0.16209933786226163
heat,N1,heat_pipes:X3,2005-07-01 19:00:00,0.18170853678141013
heat,N1,heat_pipes:X3,2005-07-01 20:00:00,0.1478310790143526
heat,N1,heat_pipes:X3,2005-07-01 21:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 22:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 23:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 00:00:00,0.0275292483859041
heat,N1,heat_pipes:X3,2005-07-02 01:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 02:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 03:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 04:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 05:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 06:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 07:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 08:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 09:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 10:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 11:00:00,0.12311895817166406
heat,N1,heat_pipes:X3,2005-07-02 12:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 13:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 14:00:00,0.29886313958889144
heat,N1,heat_pipes:X3,2005-07-02 15:00:00,0.8166095648746914
heat,N1,heat_pipes:X3,2005-07-02 16:00:00,0.39461402237948817
heat,N1,heat_pipes:X3,2005-07-02 17:00:00,0.6979240806532995
heat,N1,heat_pipes:X3,2005-07-02 18:00:00,0.17600434680476873
heat,N1,heat_pipes:X3,2005-07-02 19:00:00,0.21023159164134736
heat,N1,heat_pipes:X3,2005-07-02 20:00:00,0.1705496028092895
heat,N1,heat_pipes:X3,2005-07-02 21:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 22:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 23:00:00,0.0
heat,X1,chp,2005-07-01 00:00:00,0.3558633265201151
heat,X1,chp,2005-07-01 01:00:00,0.300698560842106
heat,X1,chp,2005-07-01 02:00:00,0.3022717163919167
heat,X1,chp,2005-07-01 03:00:00,0.3022738650176861
heat,X1,chp,2005-07-01 04:00:00,0.31885686459525175
heat,X1,chp,2005-07-01 05:00:00,0.5536039260112772
heat,X1,chp,2005-07-01 06:00:00,0.678383931876776
heat,X1,chp,2005-07-01 07:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 08:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 09:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 10:00:00,0.6733981509128248
heat,X1,chp,2005-07-01 11:00:00,0.6707202007403397
heat,X1,chp,2005-07-01 12:00:00,0.6428707808241169
heat,X1,chp,2005-07-01 13:00:00,0.5677260977309089
heat,X1,chp,2005-07-01 14:00:00,0.6040814968194116
heat,X1,chp,2005-07-01 15:00:00,0.7015789114781174
heat,X1,chp,2005-07-01 16:00:00,0.6014989369129938
heat,X1,chp,2005-07-01 17:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 18:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 19:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 20:00:00,0.8000000000000023
heat,X1,chp,2005-07-01 21:00:00,0.7047800045187758
heat,X1,chp,2005-07-01 22:00:00,0.48428115712800235
heat,X1,chp,2005-07-01 23:00:00,0.3567862774753839
heat,X1,chp,2005-07-02 00:00:00,0.38100478204198235
heat,X1,chp,2005-07-02 01:00:00,0.3286601375909606
heat,X1,chp,2005-07-02 02:00:00,0.3237873018050216
heat,X1,chp,2005-07-02 03:00:00,0.33104119071088217
heat,X1,chp,2005-07-02 04:00:00,0.34440119457364826
heat,X1,chp,2005-07-02 05:00:00,0.5151029543672542
heat,X1,chp,2005-07-02 06:00:00,0.6570667620333248
heat,X1,chp,2005-07-02 07:00:00,0.762654606519644
heat,X1,chp,2005-07-02 08:00:00,0.7331116550613256
heat,X1,chp,2005-07-02 09:00:00,0.7026420059918149
heat,X1,chp,2005-07-02 10:00:00,0.6601598364183141
heat,X1,chp,2005-07-02 11:00:00,0.5387177649311253
heat,X1,chp,2005-07-02 12:00:00,0.48996393734295446
heat,X1,chp,2005-07-02 13:00:00,0.4882641092648617
heat,X1,chp,2005-07-02 14:00:00,0.564103090174321
heat,X1,chp,2005-07-02 15:00:00,0.6672895584624459
heat,X1,chp,2005-07-02 16:00:00,0.5950373088819478
heat,X1,chp,2005-07-02 17:00:00,0.8000000000000023
heat,X1,chp,2005-07-02 18:00:00,0.8000000000000023
heat,X1,chp,2005-07-02 19:00:00,0.8000000000000023
heat,X1,chp,2005-07-02 20:00:00,0.8000000000000023
heat,X1,chp,2005-07-02 21:00:00,0.6760977804181776
heat,X1,chp,2005-07-02 22:00:00,0.48445844002941585
heat,X1,chp,2005-07-02 23:00:00,0.3849492915307131
heat,X1,heat_pipes:N1,2005-07-01 00:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 01:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 02:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 03:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 04:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 05:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 06:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 07:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 08:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 09:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 10:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 11:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 12:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 13:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 14:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 15:00:00,0.12294947264588311
heat,X1,heat_pipes:N1,2005-07-01 16:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 17:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 18:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 19:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 20:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 21:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 22:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-01 23:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 00:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 01:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 02:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 03:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 04:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 05:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 06:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 07:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 08:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 09:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 10:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 11:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 12:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 13:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 14:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 15:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 16:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 17:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 18:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 19:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 20:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 21:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 22:00:00,0.0
heat,X1,heat_pipes:N1,2005-07-02 23:00:00,0.0
heat,X2,boiler,2005-07-01 00:00:00,0.0
heat,X2,boiler,2005-07-01 01:00:00,0.021181537702069993
heat,X2,boiler,2005-07-01 02:00:00,0.049839123206225557
heat,X2,boiler,2005-07-01 03:00:00,0.1922382322657691
heat,X2,boiler,2005-07-01 04:00:00,0.2757627653347346
heat,X2,boiler,2005-07-01 05:00:00,0.2691136954134734
heat,X2,boiler,2005-07-01 06:00:00,0.6402064886983831
heat,X2,boiler,2005-07-01 07:00:00,1.0
heat,X2,boiler,2005-07-01 08:00:00,0.4318106643638273
heat,X2,boiler,2005-07-01 09:00:00,0.07393757510349794
heat,X2,boiler,2005-07-01 10:00:00,0.0
heat,X2,boiler,2005-07-01 11:00:00,0.0
heat,X2,boiler,2005-07-01 12:00:00,0.0
heat,X2,boiler,2005-07-01 13:00:00,0.0
heat,X2,boiler,2005-07-01 14:00:00,0.0
heat,X2,boiler,2005-07-01 15:00:00,0.0
heat,X2,boiler,2005-07-01 16:00:00,0.0
heat,X2,boiler,2005-07-01 17:00:00,0.0
heat,X2,boiler,2005-07-01 18:00:00,0.0
heat,X2,boiler,2005-07-01 19:00:00,0.0
heat,X2,boiler,2005-07-01 20:00:00,0.0
heat,X2,boiler,2005-07-01 21:00:00,0.4462823418468393
heat,X2,boiler,2005-07-01 22:00:00,0.24454951762770546
heat,X2,boiler,2005-07-01 23:00:00,0.09966732971268771
heat,X2,boiler,2005-07-02 00:00:00,0.0
heat,X2,boiler,2005-07-02 01:00:00,0.0794641031263611
heat,X2,boiler,2005-07-02 02:00:00,0.10392859962784026
heat,X2,boiler,2005-07-02 03:00:00,0.17880537465892427
heat,X2,boiler,2005-07-02 04:00:00,0.2652163496173461
heat,X2,boiler,2005-07-02 05:00:00,0.2431881486656492
heat,X2,boiler,2005-07-02 06:00:00,0.5525065306533881
heat,X2,boiler,2005-07-02 07:00:00,0.9486235582164573
heat,X2,boiler,2005-07-02 08:00:00,0.44078205229400896
heat,X2,boiler,2005-07-02 09:00:00,0.16861855617996324
heat,X2,boiler,2005-07-02 10:00:00,0.0
heat,X2,boiler,2005-07-02 11:00:00,0.0
heat,X2,boiler,2005-07-02 12:00:00,0.0
heat,X2,boiler,2005-07-02 13:00:00,0.0
heat,X2,boiler,2005-07-02 14:00:00,0.0
heat,X2,boiler,2005-07-02 15:00:00,0.0
heat,X2,boiler,2005-07-02 16:00:00,0.0
heat,X2,boiler,2005-07-02 17:00:00,0.0
heat,X2,boiler,2005-07-02 18:00:00,0.0
heat,X2,boiler,2005-07-02 19:00:00,0.0
heat,X2,boiler,2005-07-02 20:00:00,0.0
heat,X2,boiler,2005-07-02 21:00:00,0.465639852071702
heat,X2,boiler,2005-07-02 22:00:00,0.18316199179458886
heat,X2,boiler,2005-07-02 23:00:00,0.00460291549883017
