carriers,locs,techs,timesteps,carrier_con
gas,X2,boiler,2005-07-02 10:00:00,0.0
gas,X2,boiler,2005-07-02 11:00:00,0.0
gas,X2,boiler,2005-07-02 12:00:00,0.0
gas,X2,boiler,2005-07-02 13:00:00,0.0
gas,X2,boiler,2005-07-02 14:00:00,0.0
gas,X2,boiler,2005-07-02 15:00:00,0.0
gas,X2,boiler,2005-07-02 16:00:00,0.0
gas,X2,boiler,2005-07-02 17:00:00,0.0
gas,X2,boiler,2005-07-02 18:00:00,0.0
gas,X2,boiler,2005-07-02 19:00:00,0.0
gas,X2,boiler,2005-07-02 20:00:00,0.0
gas,X2,boiler,2005-07-02 21:00:00,-105.634767047614
gas,X2,boiler,2005-07-02 22:00:00,-41.5520154667067
gas,X2,boiler,2005-07-02 23:00:00,-1.04421454541633
gas,X3,boiler,2005-07-01 00:00:00,0.0
gas,X3,boiler,2005-07-01 01:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 02:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 03:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 04:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 05:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 06:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 07:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 08:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 09:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 10:00:00,0.0
gas,X3,boiler,2005-07-01 11:00:00,0.0
gas,X3,boiler,2005-07-01 12:00:00,0.0
gas,X3,boiler,2005-07-01 13:00:00,0.0
gas,X3,boiler,2005-07-01 14:00:00,0.0
gas,X3,boiler,2005-07-01 15:00:00,0.0
gas,X3,boiler,2005-07-01 16:00:00,0.0
gas,X3,boiler,2005-07-01 17:00:00,0.0
gas,X3,boiler,2005-07-01 18:00:00,0.0
gas,X3,boiler,2005-07-01 19:00:00,0.0
gas,X3,boiler,2005-07-01 20:00:00,0.0
gas,X3,boiler,2005-07-01 21:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 22:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-01 23:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 00:00:00,0.0
gas,X3,boiler,2005-07-02 01:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 02:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 03:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 04:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 05:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 06:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 07:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 08:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 09:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 10:00:00,0.0
gas,X3,boiler,2005-07-02 11:00:00,0.0
gas,X3,boiler,2005-07-02 12:00:00,0.0
gas,X3,boiler,2005-07-02 13:00:00,0.0
gas,X3,boiler,2005-07-02 14:00:00,0.0
gas,X3,boiler,2005-07-02 15:00:00,0.0
gas,X3,boiler,2005-07-02 16:00:00,0.0
gas,X3,boiler,2005-07-02 17:00:00,0.0
gas,X3,boiler,2005-07-02 18:00:00,0.0
gas,X3,boiler,2005-07-02 19:00:00,0.0
gas,X3,boiler,2005-07-02 20:00:00,0.0
gas,X3,boiler,2005-07-02 21:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 22:00:00,-0.0183529411764706
gas,X3,boiler,2005-07-02 23:00:00,-0.0183529411764706
heat,N1,heat_pipes:X1,2005-07-01 00:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 01:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 02:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 03:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 04:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 05:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 06:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 07:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 08:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 09:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 10:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 11:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 12:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 13:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 14:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 15:00:00,-27.6079715200201
heat,N1,heat_pipes:X1,2005-07-01 16:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 17:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 18:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 19:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 20:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 21:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 22:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-01 23:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 00:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 01:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 02:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 03:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 04:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 05:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 06:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 07:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 08:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 09:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 10:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 11:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 12:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 13:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 14:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 15:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 16:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 17:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 18:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 19:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 20:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 21:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 22:00:00,0.0
heat,N1,heat_pipes:X1,2005-07-02 23:00:00,0.0
heat,N1,heat_pipes:X2,2005-07-01 00:00:00,-69.8401424380047
heat,N1,heat_pipes:X2,2005-07-01 01:00:00,-71.6063247010323
heat,N1,heat_pipes:X2,2005-07-01 02:00:00,-72.9155641847084
heat,N1,heat_pipes:X2,2005-07-01 03:00:00,-72.8126061500426
heat,N1,heat_pipes:X2,2005-07-01 04:00:00,-75.5810239031834
heat,N1,heat_pipes:X2,2005-07-01 05:00:00,-124.911611280169
heat,N1,heat_pipes:X2,2005-07-01 06:00:00,-152.596798029098
heat,N1,heat_pipes:X2,2005-07-01 07:00:00,-185.904365375708
heat,N1,heat_pipes:X2,2005-07-01 08:00:00,-188.708600167874
heat,N1,heat_pipes:X2,2005-07-01 09:00:00,-190.242624743732
heat,N1,heat_pipes:X2,2005-07-01 10:00:00,-159.880904802846
heat,N1,heat_pipes:X2,2005-07-01 11:00:00,-122.048315581854
heat,N1,heat_pipes:X2,2005-07-01 12:00:00,-117.780657718437
heat,N1,heat_pipes:X2,2005-07-01 13:00:00,-117.60092818827
heat,N1,heat_pipes:X2,2005-07-01 14:00:00,-122.757398985148
heat,N1,heat_pipes:X2,2005-07-01 15:00:00,-190.242624743732
heat,N1,heat_pipes:X2,2005-07-01 16:00:00,-113.970224231696
heat,N1,heat_pipes:X2,2005-07-01 17:00:00,-138.613628200071
heat,N1,heat_pipes:X2,2005-07-01 18:00:00,-180.619398600786
heat,N1,heat_pipes:X2,2005-07-01 19:00:00,-190.242624743732
heat,N1,heat_pipes:X2,2005-07-01 20:00:00,-181.80682004754
heat,N1,heat_pipes:X2,2005-07-01 21:00:00,-169.03901395348
heat,N1,heat_pipes:X2,2005-07-01 22:00:00,-116.756992325283
heat,N1,heat_pipes:X2,2005-07-01 23:00:00,-85.134120662457
heat,N1,heat_pipes:X2,2005-07-02 00:00:00,-89.840987539237
heat,N1,heat_pipes:X2,2005-07-02 01:00:00,-79.3013938891239
heat,N1,heat_pipes:X2,2005-07-02 02:00:00,-77.0048489972825
heat,N1,heat_pipes:X2,2005-07-02 03:00:00,-79.369632407859
heat,N1,heat_pipes:X2,2005-07-02 04:00:00,-81.3032119213235
heat,N1,heat_pipes:X2,2005-07-02 05:00:00,-122.989330664802
heat,N1,heat_pipes:X2,2005-07-02 06:00:00,-157.3958298308
heat,N1,heat_pipes:X2,2005-07-02 07:00:00,-182.05535631468
heat,N1,heat_pipes:X2,2005-07-02 08:00:00,-176.033401128016
heat,N1,heat_pipes:X2,2005-07-02 09:00:00,-167.768668243549
heat,N1,heat_pipes:X2,2005-07-02 10:00:00,-158.946775609838
heat,N1,heat_pipes:X2,2005-07-02 11:00:00,-120.52161882702
heat,N1,heat_pipes:X2,2005-07-02 12:00:00,-117.061001190175
heat,N1,heat_pipes:X2,2005-07-02 13:00:00,-116.688468086111
heat,N1,heat_pipes:X2,2005-07-02 14:00:00,-113.567417171564
heat,N1,heat_pipes:X2,2005-07-02 15:00:00,-150.831938610088
heat,N1,heat_pipes:X2,2005-07-02 16:00:00,-112.800147810988
heat,N1,heat_pipes:X2,2005-07-02 17:00:00,-190.242624743732
heat,N1,heat_pipes:X2,2005-07-02 18:00:00,-179.576871194727
heat,N1,heat_pipes:X2,2005-07-02 19:00:00,-190.242624743732
heat,N1,heat_pipes:X2,2005-07-02 20:00:00,-180.103997437583
heat,N1,heat_pipes:X2,2005-07-02 21:00:00,-162.101484822903
heat,N1,heat_pipes:X2,2005-07-02 22:00:00,-116.800077954975
heat,N1,heat_pipes:X2,2005-07-02 23:00:00,-91.9173223515122
heat,N1,heat_pipes:X3,2005-07-01 00:00:00,-87.350509892405
heat,N1,heat_pipes:X3,2005-07-01 01:00:00,-0.934749746857603
heat,N1,heat_pipes:X3,2005-07-01 02:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 03:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 04:00:00,-0.934843718460942
heat,N1,heat_pipes:X3,2005-07-01 05:00:00,-8.02016578974782
heat,N1,heat_pipes:X3,2005-07-01 06:00:00,-10.3825991023415
heat,N1,heat_pipes:X3,2005-07-01 07:00:00,-6.39296134642725
heat,N1,heat_pipes:X3,2005-07-01 08:00:00,-3.65943280673248
heat,N1,heat_pipes:X3,2005-07-01 09:00:00,-2.11540279318988
heat,N1,heat_pipes:X3,2005-07-01 10:00:00,-4.58087057127573
heat,N1,heat_pipes:X3,2005-07-01 11:00:00,-209.413156201784
heat,N1,heat_pipes:X3,2005-07-01 12:00:00,-197.185705782059
heat,N1,heat_pipes:X3,2005-07-01 13:00:00,-98.104537952914
heat,N1,heat_pipes:X3,2005-07-01 14:00:00,-119.074137678393
heat,N1,heat_pipes:X3,2005-07-01 15:00:00,-333.757948672979
heat,N1,heat_pipes:X3,2005-07-01 16:00:00,-164.772718507945
heat,N1,heat_pipes:X3,2005-07-01 17:00:00,-291.308290661286
heat,N1,heat_pipes:X3,2005-07-01 18:00:00,-66.2657448064987
heat,N1,heat_pipes:X3,2005-07-01 19:00:00,-75.2146956736411
heat,N1,heat_pipes:X3,2005-07-01 20:00:00,-60.4344409596726
heat,N1,heat_pipes:X3,2005-07-01 21:00:00,-0.934749059673448
heat,N1,heat_pipes:X3,2005-07-01 22:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-01 23:00:00,-0.906365526745657
heat,N1,heat_pipes:X3,2005-07-02 00:00:00,-11.2965688990517
heat,N1,heat_pipes:X3,2005-07-02 01:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 02:00:00,-0.934715730688615
heat,N1,heat_pipes:X3,2005-07-02 03:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 04:00:00,-0.934821070154804
heat,N1,heat_pipes:X3,2005-07-02 05:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 06:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 07:00:00,-0.934714429354369
heat,N1,heat_pipes:X3,2005-07-02 08:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 09:00:00,-0.934717887406681
heat,N1,heat_pipes:X3,2005-07-02 10:00:00,-0.0172625971442539
heat,N1,heat_pipes:X3,2005-07-02 11:00:00,-50.3348284653059
heat,N1,heat_pipes:X3,2005-07-02 12:00:00,-0.952100857968714
heat,N1,heat_pipes:X3,2005-07-02 13:00:00,-0.952045242528338
heat,N1,heat_pipes:X3,2005-07-02 14:00:00,-122.15983052614
heat,N1,heat_pipes:X3,2005-07-02 15:00:00,-333.757948672979
heat,N1,heat_pipes:X3,2005-07-02 16:00:00,-162.227084640559
heat,N1,heat_pipes:X3,2005-07-02 17:00:00,-285.252302113024
heat,N1,heat_pipes:X3,2005-07-02 18:00:00,-71.9485918168384
heat,N1,heat_pipes:X3,2005-07-02 19:00:00,-86.8716619784445
heat,N1,heat_pipes:X3,2005-07-02 20:00:00,-69.7192889997712
heat,N1,heat_pipes:X3,2005-07-02 21:00:00,-0.934725554876913
heat,N1,heat_pipes:X3,2005-07-02 22:00:00,0.0
heat,N1,heat_pipes:X3,2005-07-02 23:00:00,-0.9347141471773
heat,X1,demand_heat,2005-07-01 00:00:00,-0.215376486
heat,X1,demand_heat,2005-07-01 01:00:00,-0.20083754
heat,X1,demand_heat,2005-07-01 02:00:00,-0.207305695
heat,X1,demand_heat,2005-07-01 03:00:00,-0.318949064
heat,X1,demand_heat,2005-07-01 04:00:00,-0.650733617
heat,X1,demand_heat,2005-07-01 05:00:00,-1.039384351
heat,X1,demand_heat,2005-07-01 06:00:00,-1.181567355
heat,X1,demand_heat,2005-07-01 07:00:00,-1.285403292
heat,X1,demand_heat,2005-07-01 08:00:00,-1.209117445
heat,X1,demand_heat,2005-07-01 09:00:00,-1.219912435
heat,X1,demand_heat,2005-07-01 10:00:00,-0.736295125
heat,X1,demand_heat,2005-07-01 11:00:00,-0.572356325
heat,X1,demand_heat,2005-07-01 12:00:00,-0.529148551
heat,X1,demand_heat,2005-07-01 13:00:00,-0.487904485
heat,X1,demand_heat,2005-07-01 14:00:00,-0.491900276
heat,X1,demand_heat,2005-07-01 15:00:00,-0.539642021
heat,X1,demand_heat,2005-07-01 16:00:00,-0.641774864
heat,X1,demand_heat,2005-07-01 17:00:00,-0.740864823
heat,X1,demand_heat,2005-07-01 18:00:00,-0.761187632
heat,X1,demand_heat,2005-07-01 19:00:00,-0.706515316
heat,X1,demand_heat,2005-07-01 20:00:00,-0.633592867
heat,X1,demand_heat,2005-07-01 21:00:00,-0.523227823
heat,X1,demand_heat,2005-07-01 22:00:00,-0.401011266
heat,X1,demand_heat,2005-07-01 23:00:00,-0.272060339
heat,X1,demand_heat,2005-07-02 00:00:00,-0.216544231
heat,X1,demand_heat,2005-07-02 01:00:00,-0.203526724
heat,X1,demand_heat,2005-07-02 02:00:00,-0.401270577
heat,X1,demand_heat,2005-07-02 03:00:00,-0.751231295
heat,X1,demand_heat,2005-07-02 04:00:00,-1.142727457
heat,X1,demand_heat,2005-07-02 05:00:00,-1.719710859
heat,X1,demand_heat,2005-07-02 06:00:00,-1.64310183
heat,X1,demand_heat,2005-07-02 07:00:00,-1.581959328
heat,X1,demand_heat,2005-07-02 08:00:00,-1.378460258
heat,X1,demand_heat,2005-07-02 09:00:00,-1.335949438
heat,X1,demand_heat,2005-07-02 10:00:00,-0.758270038
heat,X1,demand_heat,2005-07-02 11:00:00,-0.572086364
heat,X1,demand_heat,2005-07-02 12:00:00,-0.528681742
heat,X1,demand_heat,2005-07-02 13:00:00,-0.487107778
heat,X1,demand_heat,2005-07-02 14:00:00,-0.491097294
heat,X1,demand_heat,2005-07-02 15:00:00,-0.540067692
heat,X1,demand_heat,2005-07-02 16:00:00,-0.641509806
heat,X1,demand_heat,2005-07-02 17:00:00,-0.741097764
heat,X1,demand_heat,2005-07-02 18:00:00,-0.761821662
heat,X1,demand_heat,2005-07-02 19:00:00,-0.707074543
heat,X1,demand_heat,2005-07-02 20:00:00,-0.63409183
heat,X1,demand_heat,2005-07-02 21:00:00,-0.523707169
heat,X1,demand_heat,2005-07-02 22:00:00,-0.400787037
heat,X1,demand_heat,2005-07-02 23:00:00,-0.272040308
heat,X1,heat_pipes:N1,2005-07-01 00:00:00,-92.6459835474531
heat,X1,heat_pipes:N1,2005-07-01 01:00:00,-78.2654590378286
heat,X1,heat_pipes:N1,2005-07-01 02:00:00,-78.6695006291633
heat,X1,heat_pipes:N1,2005-07-01 03:00:00,-78.5584179369633
heat,X1,heat_pipes:N1,2005-07-01 04:00:00,-82.5539123684694
heat,X1,heat_pipes:N1,2005-07-01 05:00:00,-143.421732201735
heat,X1,heat_pipes:N1,2005-07-01 06:00:00,-175.840479718339
heat,X1,heat_pipes:N1,2005-07-01 07:00:00,-207.471955195075
heat,X1,heat_pipes:N1,2005-07-01 08:00:00,-207.548241042075
heat,X1,heat_pipes:N1,2005-07-01 09:00:00,-207.537446052075
heat,X1,heat_pipes:N1,2005-07-01 10:00:00,-174.984728868302
heat,X1,heat_pipes:N1,2005-07-01 11:00:00,-174.449865413092
heat,X1,heat_pipes:N1,2005-07-01 12:00:00,-167.225859015707
heat,X1,heat_pipes:N1,2005-07-01 13:00:00,-147.658346148099
heat,X1,heat_pipes:N1,2005-07-01 14:00:00,-157.141171707673
heat,X1,heat_pipes:N1,2005-07-01 15:00:00,-208.123765620075
heat,X1,heat_pipes:N1,2005-07-01 16:00:00,-156.317386639425
heat,X1,heat_pipes:N1,2005-07-01 17:00:00,-208.016493664075
heat,X1,heat_pipes:N1,2005-07-01 18:00:00,-207.996170855075
heat,X1,heat_pipes:N1,2005-07-01 19:00:00,-208.050843171075
heat,X1,heat_pipes:N1,2005-07-01 20:00:00,-208.123765620075
heat,X1,heat_pipes:N1,2005-07-01 21:00:00,-183.38678724931
heat,X1,heat_pipes:N1,2005-07-01 22:00:00,-125.970557642882
heat,X1,heat_pipes:N1,2005-07-01 23:00:00,-92.8301406987469
heat,X1,heat_pipes:N1,2005-07-02 00:00:00,-99.2053956065347
heat,X1,heat_pipes:N1,2005-07-02 01:00:00,-85.5592509803592
heat,X1,heat_pipes:N1,2005-07-02 02:00:00,-84.0899567185918
heat,X1,heat_pipes:N1,2005-07-02 03:00:00,-85.6328743590245
heat,X1,heat_pipes:N1,2005-07-02 04:00:00,-88.7276270917347
heat,X1,heat_pipes:N1,2005-07-02 05:00:00,-132.694704269245
heat,X1,heat_pipes:N1,2005-07-02 06:00:00,-169.816300159665
heat,X1,heat_pipes:N1,2005-07-02 07:00:00,-197.4302420408
heat,X1,heat_pipes:N1,2005-07-02 08:00:00,-189.924605475362
heat,X1,heat_pipes:N1,2005-07-02 09:00:00,-182.016161978138
heat,X1,heat_pipes:N1,2005-07-02 10:00:00,-171.508259499433
heat,X1,heat_pipes:N1,2005-07-02 11:00:00,-140.004535607353
heat,X1,heat_pipes:N1,2005-07-02 12:00:00,-127.325789900052
heat,X1,heat_pipes:N1,2005-07-02 13:00:00,-126.923799339721
heat,X1,heat_pipes:N1,2005-07-02 14:00:00,-146.709741479984
heat,X1,heat_pipes:N1,2005-07-02 15:00:00,-173.586939271283
heat,X1,heat_pipes:N1,2005-07-02 16:00:00,-154.631511198316
heat,X1,heat_pipes:N1,2005-07-02 17:00:00,-208.016260723075
heat,X1,heat_pipes:N1,2005-07-02 18:00:00,-207.995536825075
heat,X1,heat_pipes:N1,2005-07-02 19:00:00,-208.050283944075
heat,X1,heat_pipes:N1,2005-07-02 20:00:00,-208.123266657075
heat,X1,heat_pipes:N1,2005-07-02 21:00:00,-175.901776229841
heat,X1,heat_pipes:N1,2005-07-02 22:00:00,-126.017043259637
heat,X1,heat_pipes:N1,2005-07-02 23:00:00,-100.179206256278
heat,X2,demand_heat,2005-07-01 00:00:00,-64.73199077
heat,X2,demand_heat,2005-07-01 01:00:00,-70.45343925
heat,X2,demand_heat,2005-07-01 02:00:00,-77.19297585
heat,X2,demand_heat,2005-07-01 03:00:00,-104.5564355
heat,X2,demand_heat,2005-07-01 04:00:00,-123.2284445
heat,X2,demand_heat,2005-07-01 05:00:00,-167.6688186
heat,X2,demand_heat,2005-07-01 06:00:00,-264.8870916
heat,X2,demand_heat,2005-07-01 07:00:00,-365.1376749
heat,X2,demand_heat,2005-07-01 08:00:00,-258.172589
heat,X2,demand_heat,2005-07-01 09:00:00,-190.5855777
heat,X2,demand_heat,2005-07-01 10:00:00,-148.1871155
heat,X2,demand_heat,2005-07-01 11:00:00,-113.1216255
heat,X2,demand_heat,2005-07-01 12:00:00,-109.1661068
heat,X2,demand_heat,2005-07-01 13:00:00,-108.9995228
heat,X2,demand_heat,2005-07-01 14:00:00,-113.7788461
heat,X2,demand_heat,2005-07-01 15:00:00,-82.16241736
heat,X2,demand_heat,2005-07-01 16:00:00,-105.6343708
heat,X2,demand_heat,2005-07-01 17:00:00,-128.4753408
heat,X2,demand_heat,2005-07-01 18:00:00,-167.4087829
heat,X2,demand_heat,2005-07-01 19:00:00,-163.4062675
heat,X2,demand_heat,2005-07-01 20:00:00,-168.5093556
heat,X2,demand_heat,2005-07-01 21:00:00,-242.732229
heat,X2,demand_heat,2005-07-01 22:00:00,-155.3739116
heat,X2,demand_heat,2005-07-01 23:00:00,-98.126256
heat,X2,demand_heat,2005-07-02 00:00:00,-83.26996156
heat,X2,demand_heat,2005-07-02 01:00:00,-88.82434081
heat,X2,demand_heat,2005-07-02 02:00:00,-91.41326703
heat,X2,demand_heat,2005-07-02 03:00:00,-108.0436125
heat,X2,demand_heat,2005-07-02 04:00:00,-126.4984378
heat,X2,demand_heat,2005-07-02 05:00:00,-160.8878994
heat,X2,demand_heat,2005-07-02 06:00:00,-252.423895
heat,X2,demand_heat,2005-07-02 07:00:00,-351.6632413
heat,X2,demand_heat,2005-07-02 08:00:00,-248.1544189
heat,X2,demand_heat,2005-07-02 09:00:00,-188.0127586
heat,X2,demand_heat,2005-07-02 10:00:00,-147.3213091
heat,X2,demand_heat,2005-07-02 11:00:00,-111.7065923
heat,X2,demand_heat,2005-07-02 12:00:00,-108.4990864
heat,X2,demand_heat,2005-07-02 13:00:00,-108.1538006
heat,X2,demand_heat,2005-07-02 14:00:00,-105.2610253
heat,X2,demand_heat,2005-07-02 15:00:00,-84.61441655
heat,X2,demand_heat,2005-07-02 16:00:00,-104.5498745
heat,X2,demand_heat,2005-07-02 17:00:00,-122.6464505
heat,X2,demand_heat,2005-07-02 18:00:00,-166.4425066
heat,X2,demand_heat,2005-07-02 19:00:00,-161.0998892
heat,X2,demand_heat,2005-07-02 20:00:00,-166.9310785
heat,X2,demand_heat,2005-07-02 21:00:00,-240.0348329
heat,X2,demand_heat,2005-07-02 22:00:00,-143.5764604
heat,X2,demand_heat,2005-07-02 23:00:00,-86.08201431
heat,X2,heat_pipes:N1,2005-07-01 00:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 01:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 02:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 03:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 04:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 05:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 06:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 07:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 08:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 09:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 10:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 11:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 12:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 13:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 14:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 15:00:00,-94.165742908335
heat,X2,heat_pipes:N1,2005-07-01 16:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 17:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 18:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 19:00:00,-12.921892768335
heat,X2,heat_pipes:N1,2005-07-01 20:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 21:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 22:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-01 23:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 00:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 01:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 02:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 03:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 04:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 05:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 06:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 07:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 08:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 09:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 10:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 11:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 12:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 13:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 14:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 15:00:00,-55.1855798001842
heat,X2,heat_pipes:N1,2005-07-02 16:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 17:00:00,-53.6817097683351
heat,X2,heat_pipes:N1,2005-07-02 18:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 19:00:00,-15.228271068335
heat,X2,heat_pipes:N1,2005-07-02 20:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 21:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 22:00:00,0.0
heat,X2,heat_pipes:N1,2005-07-02 23:00:00,0.0
heat,X3,demand_heat,2005-07-01 00:00:00,-0.0156
heat,X3,demand_heat,2005-07-01 01:00:00,-0.860322027
heat,X3,demand_heat,2005-07-01 02:00:00,-0.0156
heat,X3,demand_heat,2005-07-01 03:00:00,-0.0156
heat,X3,demand_heat,2005-07-01 04:00:00,-0.860406948
heat,X3,demand_heat,2005-07-01 05:00:00,-7.263326705
heat,X3,demand_heat,2005-07-01 06:00:00,-9.398229082
heat,X3,demand_heat,2005-07-01 07:00:00,-5.792841754
heat,X3,demand_heat,2005-07-01 08:00:00,-3.322585114
heat,X3,demand_heat,2005-07-01 09:00:00,-1.927263888
heat,X3,demand_heat,2005-07-01 10:00:00,-1.621618801
heat,X3,demand_heat,2005-07-01 11:00:00,-1.379517395
heat,X3,demand_heat,2005-07-01 12:00:00,-1.173584337
heat,X3,demand_heat,2005-07-01 13:00:00,-1.405689025
heat,X3,demand_heat,2005-07-01 14:00:00,-1.171135353
heat,X3,demand_heat,2005-07-01 15:00:00,-1.256352762
heat,X3,demand_heat,2005-07-01 16:00:00,-0.7781783
