costs,locs,techs,timesteps,cost_var
monetary,X2,supply_gas,2005-07-02 01:00:00,0.45067942450876
monetary,X2,supply_gas,2005-07-02 02:00:00,0.589429435776746
monetary,X2,supply_gas,2005-07-02 03:00:00,1.01409190036683
monetary,X2,supply_gas,2005-07-02 04:00:00,1.50417040038558
monetary,X2,supply_gas,2005-07-02 05:00:00,1.37923780142215
monetary,X2,supply_gas,2005-07-02 06:00:00,3.13353219221819
monetary,X2,supply_gas,2005-07-02 07:00:00,5.3801037509051
monetary,X2,supply_gas,2005-07-02 08:00:00,2.49988855151067
monetary,X2,supply_gas,2005-07-02 09:00:00,0.95631751785888
monetary,X2,supply_gas,2005-07-02 10:00:00,0.0
monetary,X2,supply_gas,2005-07-02 11:00:00,0.0
monetary,X2,supply_gas,2005-07-02 12:00:00,0.0
monetary,X2,supply_gas,2005-07-02 13:00:00,0.0
monetary,X2,supply_gas,2005-07-02 14:00:00,0.0
monetary,X2,supply_gas,2005-07-02 15:00:00,0.0
monetary,X2,supply_gas,2005-07-02 16:00:00,0.0
monetary,X2,supply_gas,2005-07-02 17:00:00,0.0
monetary,X2,supply_gas,2005-07-02 18:00:00,0.0
monetary,X2,supply_gas,2005-07-02 19:00:00,0.0
monetary,X2,supply_gas,2005-07-02 20:00:00,0.0
monetary,X2,supply_gas,2005-07-02 21:00:00,2.64086917619035
monetary,X2,supply_gas,2005-07-02 22:00:00,1.03880038666767
monetary,X2,supply_gas,2005-07-02 23:00:00,0.0261053636354081
monetary,X3,boiler,2005-07-01 00:00:00,0.0
monetary,X3,boiler,2005-07-01 01:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 02:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 03:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 04:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 05:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 06:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 07:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 08:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 09:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 10:00:00,0.0
monetary,X3,boiler,2005-07-01 11:00:00,0.0
monetary,X3,boiler,2005-07-01 12:00:00,0.0
monetary,X3,boiler,2005-07-01 13:00:00,0.0
monetary,X3,boiler,2005-07-01 14:00:00,0.0
monetary,X3,boiler,2005-07-01 15:00:00,0.0
monetary,X3,boiler,2005-07-01 16:00:00,0.0
monetary,X3,boiler,2005-07-01 17:00:00,0.0
monetary,X3,boiler,2005-07-01 18:00:00,0.0
monetary,X3,boiler,2005-07-01 19:00:00,0.0
monetary,X3,boiler,2005-07-01 20:00:00,0.0
monetary,X3,boiler,2005-07-01 21:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 22:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-01 23:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 00:00:00,0.0
monetary,X3,boiler,2005-07-02 01:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 02:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 03:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 04:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 05:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 06:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 07:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 08:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 09:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 10:00:00,0.0
monetary,X3,boiler,2005-07-02 11:00:00,0.0
monetary,X3,boiler,2005-07-02 12:00:00,0.0
monetary,X3,boiler,2005-07-02 13:00:00,0.0
monetary,X3,boiler,2005-07-02 14:00:00,0.0
monetary,X3,boiler,2005-07-02 15:00:00,0.0
monetary,X3,boiler,2005-07-02 16:00:00,0.0
monetary,X3,boiler,2005-07-02 17:00:00,0.0
monetary,X3,boiler,2005-07-02 18:00:00,0.0
monetary,X3,boiler,2005-07-02 19:00:00,0.0
monetary,X3,boiler,2005-07-02 20:00:00,0.0
monetary,X3,boiler,2005-07-02 21:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 22:00:00,7.34117647058824e-05
monetary,X3,boiler,2005-07-02 23:00:00,7.34117647058824e-05
monetary,X3,pv,2005-07-01 00:00:00,0.0
monetary,X3,pv,2005-07-01 01:00:00,0.0
monetary,X3,pv,2005-07-01 02:00:00,0.0
monetary,X3,pv,2005-07-01 03:00:00,0.0
monetary,X3,pv,2005-07-01 04:00:00,0.0
monetary,X3,pv,2005-07-01 05:00:00,0.0
monetary,X3,pv,2005-07-01 06:00:00,0.0
monetary,X3,pv,2005-07-01 07:00:00,0.0
monetary,X3,pv,2005-07-01 08:00:00,0.0
monetary,X3,pv,2005-07-01 09:00:00,0.0
monetary,X3,pv,2005-07-01 10:00:00,0.0
monetary,X3,pv,2005-07-01 11:00:00,0.0
monetary,X3,pv,2005-07-01 12:00:00,0.0
monetary,X3,pv,2005-07-01 13:00:00,0.0
monetary,X3,pv,2005-07-01 14:00:00,0.0
monetary,X3,pv,2005-07-01 15:00:00,0.0
monetary,X3,pv,2005-07-01 16:00:00,0.0
monetary,X3,pv,2005-07-01 17:00:00,0.0
monetary,X3,pv,2005-07-01 18:00:00,0.0
monetary,X3,pv,2005-07-01 19:00:00,0.0
monetary,X3,pv,2005-07-01 20:00:00,0.0
monetary,X3,pv,2005-07-01 21:00:00,0.0
monetary,X3,pv,2005-07-01 22:00:00,0.0
monetary,X3,pv,2005-07-01 23:00:00,0.0
monetary,X3,pv,2005-07-02 00:00:00,0.0
monetary,X3,pv,2005-07-02 01:00:00,0.0
monetary,X3,pv,2005-07-02 02:00:00,0.0
monetary,X3,pv,2005-07-02 03:00:00,0.0
monetary,X3,pv,2005-07-02 04:00:00,0.0
monetary,X3,pv,2005-07-02 05:00:00,0.0
monetary,X3,pv,2005-07-02 06:00:00,0.0
monetary,X3,pv,2005-07-02 07:00:00,0.0
monetary,X3,pv,2005-07-02 08:00:00,0.0
monetary,X3,pv,2005-07-02 09:00:00,0.0
monetary,X3,pv,2005-07-02 10:00:00,0.0
monetary,X3,pv,2005-07-02 11:00:00,0.0
monetary,X3,pv,2005-07-02 12:00:00,0.0
monetary,X3,pv,2005-07-02 13:00:00,0.0
monetary,X3,pv,2005-07-02 14:00:00,0.0
monetary,X3,pv,2005-07-02 15:00:00,0.0
monetary,X3,pv,2005-07-02 16:00:00,0.0
monetary,X3,pv,2005-07-02 17:00:00,0.0
monetary,X3,pv,2005-07-02 18:00:00,0.0
monetary,X3,pv,2005-07-02 19:00:00,0.0
monetary,X3,pv,2005-07-02 20:00:00,0.0
monetary,X3,pv,2005-07-02 21:00:00,0.0
monetary,X3,pv,2005-07-02 22:00:00,0.0
monetary,X3,pv,2005-07-02 23:00:00,0.0
monetary,X3,supply_gas,2005-07-01 00:00:00,0.0
monetary,X3,supply_gas,2005-07-01 01:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 02:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 03:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 04:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 05:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 06:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 07:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 08:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 09:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 10:00:00,0.0
monetary,X3,supply_gas,2005-07-01 11:00:00,0.0
monetary,X3,supply_gas,2005-07-01 12:00:00,0.0
monetary,X3,supply_gas,2005-07-01 13:00:00,0.0
monetary,X3,supply_gas,2005-07-01 14:00:00,0.0
monetary,X3,supply_gas,2005-07-01 15:00:00,0.0
monetary,X3,supply_gas,2005-07-01 16:00:00,0.0
monetary,X3,supply_gas,2005-07-01 17:00:00,0.0
monetary,X3,supply_gas,2005-07-01 18:00:00,0.0
monetary,X3,supply_gas,2005-07-01 19:00:00,0.0
monetary,X3,supply_gas,2005-07-01 20:00:00,0.0
monetary,X3,supply_gas,2005-07-01 21:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 22:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-01 23:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 00:00:00,0.0
monetary,X3,supply_gas,2005-07-02 01:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 02:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 03:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 04:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 05:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 06:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 07:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 08:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 09:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 10:00:00,0.0
monetary,X3,supply_gas,2005-07-02 11:00:00,0.0
monetary,X3,supply_gas,2005-07-02 12:00:00,0.0
monetary,X3,supply_gas,2005-07-02 13:00:00,0.0
monetary,X3,supply_gas,2005-07-02 14:00:00,0.0
monetary,X3,supply_gas,2005-07-02 15:00:00,0.0
monetary,X3,supply_gas,2005-07-02 16:00:00,0.0
monetary,X3,supply_gas,2005-07-02 17:00:00,0.0
monetary,X3,supply_gas,2005-07-02 18:00:00,0.0
monetary,X3,supply_gas,2005-07-02 19:00:00,0.0
monetary,X3,supply_gas,2005-07-02 20:00:00,0.0
monetary,X3,supply_gas,2005-07-02 21:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 22:00:00,0.000458823529411765
monetary,X3,supply_gas,2005-07-02 23:00:00,0.000458823529411765
